Time,EventName,EventSource,ClientIP
2024/05/29 16:55:53,Bypass Mode,MCU Polling,----
2024/05/29 17:00:54,Bypass Mode,MCU Polling,----
2024/05/29 17:05:54,Bypass Mode,MCU Polling,----
2024/05/29 17:10:55,Bypass Mode,MCU Polling,----
2024/05/29 17:15:54,Bypass Mode,MCU Polling,----
2024/05/29 17:20:55,Bypass Mode,MCU Polling,----
2024/05/29 17:25:59,Bypass Mode,MCU Polling,----
2024/05/29 17:30:59,Bypass Mode,MCU Polling,----
2024/05/29 17:35:59,Bypass Mode,MCU Polling,----
2024/05/29 17:41:08,Bypass Mode,MCU Polling,----
2024/05/29 17:46:08,Bypass Mode,MCU Polling,----
2024/05/29 17:51:08,Bypass Mode,MCU Polling,----
2024/05/29 17:56:09,Bypass Mode,MCU Polling,----
2024/05/29 18:01:09,Bypass Mode,MCU Polling,----
2024/05/29 18:06:09,Bypass Mode,MCU Polling,----
2024/05/29 18:11:09,Bypass Mode,MCU Polling,----
2024/05/29 18:16:10,Bypass Mode,MCU Polling,----
2024/05/29 18:21:10,Bypass Mode,MCU Polling,----
2024/05/29 18:26:19,Bypass Mode,MCU Polling,----
2024/05/29 18:31:19,Bypass Mode,MCU Polling,----
2024/05/29 18:36:19,Bypass Mode,MCU Polling,----
2024/05/29 18:41:19,Bypass Mode,MCU Polling,----
2024/05/29 18:46:19,Bypass Mode,MCU Polling,----
2024/05/29 18:51:19,Bypass Mode,MCU Polling,----
2024/05/29 18:56:19,Bypass Mode,MCU Polling,----
2024/05/29 19:01:18,Bypass Mode,MCU Polling,----
2024/05/29 19:06:18,Bypass Mode,MCU Polling,----
2024/05/29 19:11:19,Bypass Mode,MCU Polling,----
2024/05/29 19:14:48,The warning:"Over temperature alarm"was removed,MCU Polling,----
2024/05/29 19:14:58,Line Mode,MCU Polling,----
2024/05/30 12:28:46,Fault Mode,MCU Polling,----
2024/05/30 12:28:47,Over temperature fault,MCU Polling,----
2024/05/30 12:28:48,Over temperature alarm,MCU Polling,----
2024/05/30 12:32:09,Bypass Mode,MCU Polling,----
2024/05/30 12:37:08,Bypass Mode,MCU Polling,----
2024/05/30 12:42:09,Bypass Mode,MCU Polling,----
2024/05/30 12:47:09,Bypass Mode,MCU Polling,----
2024/05/30 12:52:09,Bypass Mode,MCU Polling,----
2024/05/30 12:57:18,Bypass Mode,MCU Polling,----
2024/05/30 13:02:18,Bypass Mode,MCU Polling,----
2024/05/30 13:07:18,Bypass Mode,MCU Polling,----
2024/05/30 13:12:18,Bypass Mode,MCU Polling,----
2024/05/30 13:17:27,Bypass Mode,MCU Polling,----
2024/05/30 13:22:36,Bypass Mode,MCU Polling,----
2024/05/30 13:27:44,Bypass Mode,MCU Polling,----
2024/05/30 13:32:44,Bypass Mode,MCU Polling,----
2024/05/30 13:37:44,Bypass Mode,MCU Polling,----
2024/05/30 13:42:44,Bypass Mode,MCU Polling,----
2024/05/30 13:47:45,Bypass Mode,MCU Polling,----
2024/05/30 13:52:45,Bypass Mode,MCU Polling,----
2024/05/30 13:57:45,Bypass Mode,MCU Polling,----
2024/05/30 14:02:46,Bypass Mode,MCU Polling,----
2024/05/30 14:07:55,Bypass Mode,MCU Polling,----
2024/05/30 14:12:55,Bypass Mode,MCU Polling,----
2024/05/30 14:17:55,Bypass Mode,MCU Polling,----
2024/05/30 14:22:55,Bypass Mode,MCU Polling,----
2024/05/30 14:27:55,Bypass Mode,MCU Polling,----
2024/05/30 14:32:56,Bypass Mode,MCU Polling,----
2024/05/30 14:38:06,Bypass Mode,MCU Polling,----
2024/05/30 14:41:57,AC failure,MCU Polling,----
2024/05/30 15:25:41,AC recovery,MCU Polling,----
2024/05/30 15:28:17,Bypass Mode,MCU Polling,----
2024/05/30 15:33:20,Bypass Mode,MCU Polling,----
2024/05/30 15:38:20,Bypass Mode,MCU Polling,----
2024/05/30 15:43:21,Bypass Mode,MCU Polling,----
2024/05/30 15:48:28,Bypass Mode,MCU Polling,----
2024/05/30 15:53:32,Bypass Mode,MCU Polling,----
2024/05/30 15:58:32,Bypass Mode,MCU Polling,----
2024/05/30 16:03:42,Bypass Mode,MCU Polling,----
2024/05/30 16:05:05,AC failure,MCU Polling,----
2024/05/30 16:08:48,AC recovery,MCU Polling,----
2024/05/30 16:08:48,Bypass Mode,MCU Polling,----
2024/05/30 16:13:49,Bypass Mode,MCU Polling,----
2024/05/30 16:18:50,Bypass Mode,MCU Polling,----
2024/05/30 16:23:55,Bypass Mode,MCU Polling,----
2024/05/30 16:28:55,Bypass Mode,MCU Polling,----
2024/05/30 16:33:55,Bypass Mode,MCU Polling,----
2024/05/30 16:38:56,Bypass Mode,MCU Polling,----
2024/05/30 16:43:56,Bypass Mode,MCU Polling,----
2024/05/30 16:48:56,Bypass Mode,MCU Polling,----
2024/05/30 16:53:56,Bypass Mode,MCU Polling,----
2024/05/30 16:59:02,Bypass Mode,MCU Polling,----
2024/05/30 17:04:03,Bypass Mode,MCU Polling,----
2024/05/30 17:09:04,Bypass Mode,MCU Polling,----
2024/05/30 17:14:04,Bypass Mode,MCU Polling,----
2024/05/30 17:19:05,Bypass Mode,MCU Polling,----
2024/05/30 17:24:10,Bypass Mode,MCU Polling,----
2024/05/30 17:29:04,Bypass Mode,MCU Polling,----
2024/05/30 17:34:15,Bypass Mode,MCU Polling,----
2024/05/30 17:39:25,Bypass Mode,MCU Polling,----
2024/05/30 17:44:34,Bypass Mode,MCU Polling,----
2024/05/30 17:49:44,Bypass Mode,MCU Polling,----
2024/05/30 17:54:53,Bypass Mode,MCU Polling,----
2024/05/30 18:00:02,Bypass Mode,MCU Polling,----
2024/05/30 18:05:03,Bypass Mode,MCU Polling,----
2024/05/30 18:10:04,Bypass Mode,MCU Polling,----
2024/05/30 18:15:04,Bypass Mode,MCU Polling,----
2024/05/30 18:20:05,Bypass Mode,MCU Polling,----
2024/05/30 18:25:06,Bypass Mode,MCU Polling,----
2024/05/30 18:30:07,Bypass Mode,MCU Polling,----
2024/05/30 18:35:07,Bypass Mode,MCU Polling,----
2024/05/30 18:40:08,Bypass Mode,MCU Polling,----
2024/05/30 18:45:09,Bypass Mode,MCU Polling,----
2024/05/30 18:50:10,Bypass Mode,MCU Polling,----
2024/05/30 18:55:09,Bypass Mode,MCU Polling,----
2024/05/30 19:00:18,Bypass Mode,MCU Polling,----
2024/05/30 19:05:27,Bypass Mode,MCU Polling,----
2024/05/30 19:10:25,The warning:"Over temperature alarm"was removed,MCU Polling,----
2024/05/30 19:10:33,Line Mode,MCU Polling,----
2024/05/31 12:12:58,Fault Mode,MCU Polling,----
2024/05/31 12:12:59,Over temperature fault,MCU Polling,----
2024/05/31 12:13:00,Over temperature alarm,MCU Polling,----
2024/05/31 12:16:25,Bypass Mode,MCU Polling,----
2024/05/31 12:21:26,Bypass Mode,MCU Polling,----
2024/05/31 12:26:27,Bypass Mode,MCU Polling,----
2024/05/31 12:31:28,Bypass Mode,MCU Polling,----
2024/05/31 12:36:30,Bypass Mode,MCU Polling,----
2024/05/31 12:41:30,Bypass Mode,MCU Polling,----
2024/05/31 12:46:32,Bypass Mode,MCU Polling,----
2024/05/31 12:51:33,Bypass Mode,MCU Polling,----
2024/05/31 12:56:33,Bypass Mode,MCU Polling,----
2024/05/31 13:01:35,Bypass Mode,MCU Polling,----
2024/05/31 13:06:36,Bypass Mode,MCU Polling,----
2024/05/31 13:11:37,Bypass Mode,MCU Polling,----
2024/05/31 13:16:37,Bypass Mode,MCU Polling,----
2024/05/31 13:21:38,Bypass Mode,MCU Polling,----
2024/05/31 13:26:39,Bypass Mode,MCU Polling,----
2024/05/31 13:31:40,Bypass Mode,MCU Polling,----
2024/05/31 13:36:41,Bypass Mode,MCU Polling,----
2024/05/31 13:41:41,Bypass Mode,MCU Polling,----
2024/05/31 13:46:41,Bypass Mode,MCU Polling,----
2024/05/31 13:51:41,Bypass Mode,MCU Polling,----
2024/05/31 13:56:41,Bypass Mode,MCU Polling,----
2024/05/31 14:01:41,Bypass Mode,MCU Polling,----
2024/05/31 14:06:41,Bypass Mode,MCU Polling,----
2024/05/31 14:11:42,Bypass Mode,MCU Polling,----
2024/05/31 14:16:42,Bypass Mode,MCU Polling,----
2024/05/31 14:21:44,Bypass Mode,MCU Polling,----
2024/05/31 14:26:44,Bypass Mode,MCU Polling,----
2024/05/31 14:31:46,Bypass Mode,MCU Polling,----
2024/05/31 14:36:55,Bypass Mode,MCU Polling,----
2024/05/31 14:41:57,Bypass Mode,MCU Polling,----
2024/05/31 14:46:58,Bypass Mode,MCU Polling,----
2024/05/31 14:51:59,Bypass Mode,MCU Polling,----
2024/05/31 14:57:00,Bypass Mode,MCU Polling,----
2024/05/31 15:02:01,Bypass Mode,MCU Polling,----
2024/05/31 15:07:02,Bypass Mode,MCU Polling,----
2024/05/31 15:10:07,AC failure,MCU Polling,----
2024/05/31 15:55:50,AC recovery,MCU Polling,----
2024/05/31 15:57:08,Bypass Mode,MCU Polling,----
2024/05/31 16:02:08,Bypass Mode,MCU Polling,----
2024/05/31 16:07:09,Bypass Mode,MCU Polling,----
2024/05/31 16:12:10,Bypass Mode,MCU Polling,----
2024/05/31 16:17:11,Bypass Mode,MCU Polling,----
2024/05/31 16:22:12,Bypass Mode,MCU Polling,----
2024/05/31 16:27:12,Bypass Mode,MCU Polling,----
2024/05/31 16:32:13,Bypass Mode,MCU Polling,----
2024/05/31 16:37:13,Bypass Mode,MCU Polling,----
2024/05/31 16:42:14,Bypass Mode,MCU Polling,----
2024/05/31 16:47:15,Bypass Mode,MCU Polling,----
2024/05/31 16:52:16,Bypass Mode,MCU Polling,----
2024/05/31 16:57:16,Bypass Mode,MCU Polling,----
2024/05/31 17:02:17,Bypass Mode,MCU Polling,----
2024/05/31 17:07:18,Bypass Mode,MCU Polling,----
2024/05/31 17:12:19,Bypass Mode,MCU Polling,----
2024/05/31 17:17:20,Bypass Mode,MCU Polling,----
2024/05/31 17:22:21,Bypass Mode,MCU Polling,----
2024/05/31 17:27:17,Bypass Mode,MCU Polling,----
2024/05/31 17:32:18,Bypass Mode,MCU Polling,----
2024/05/31 17:37:19,Bypass Mode,MCU Polling,----
2024/05/31 17:42:29,Bypass Mode,MCU Polling,----
2024/05/31 17:47:29,Bypass Mode,MCU Polling,----
2024/05/31 17:52:29,Bypass Mode,MCU Polling,----
2024/05/31 17:57:29,Bypass Mode,MCU Polling,----
2024/05/31 18:02:29,Bypass Mode,MCU Polling,----
2024/05/31 18:07:29,Bypass Mode,MCU Polling,----
2024/05/31 18:12:30,Bypass Mode,MCU Polling,----
2024/05/31 18:17:31,Bypass Mode,MCU Polling,----
2024/05/31 18:22:32,Bypass Mode,MCU Polling,----
2024/05/31 18:27:34,Bypass Mode,MCU Polling,----
2024/05/31 18:32:34,Bypass Mode,MCU Polling,----
2024/05/31 18:37:35,Bypass Mode,MCU Polling,----
2024/05/31 18:42:37,Bypass Mode,MCU Polling,----
2024/05/31 18:47:37,Bypass Mode,MCU Polling,----
2024/05/31 18:52:39,Bypass Mode,MCU Polling,----
2024/05/31 18:57:39,Bypass Mode,MCU Polling,----
2024/05/31 19:02:40,Bypass Mode,MCU Polling,----
2024/05/31 19:07:42,Bypass Mode,MCU Polling,----
2024/05/31 19:12:43,Bypass Mode,MCU Polling,----
2024/05/31 19:14:14,The warning:"Over temperature alarm"was removed,MCU Polling,----
2024/05/31 19:14:24,Line Mode,MCU Polling,----
